category_id,restaurant_id
noodles_1644,taiyaki-sushi-molenbeek-saint-jean
italian-pizza_271,o-16-art-bruxelles
pasta_1614,o-16-art-bruxelles
italian_21,o-16-art-bruxelles
tacos_1964,otacos-westland-antwerpen
french_321,otacos-westland-antwerpen
italian-pizza_271,wanted-mettewie
burgers_1984,wanted-mettewie
pasta_1614,wanted-mettewie
pita-kebab_651,snack-ozmu-anderlecht
snacks_201,snack-ozmu-anderlecht
french-tacos_2548,snack-ozmu-anderlecht
pita-kebab_651,pizza-pita-pala-9150
italian-pizza_271,pizza-pita-pala-9150
american-pizza_281,pizza-pita-pala-9150
pita-kebab_651,kaya-pitta
italian-pizza_271,kaya-pitta
drinks-and-snacks_661,kaya-pitta
italian-pizza_271,de-wedergeboorte
ribs_1994,de-wedergeboorte
fish_421,de-wedergeboorte
pita-kebab_651,pizza-bella-pitta
italian-pizza_271,pizza-bella-pitta
snacks_201,pizza-bella-pitta
italian-pizza_271,trattoria-borsalino
pasta_1614,trattoria-borsalino
italian-pizza_271,liberta
pasta_1614,liberta
italian_21,liberta
thai_61,lucy-chang-knokke
japanese_551,lucy-chang-knokke
noodles_1644,lucy-chang-knokke
italian-pizza_271,pizza-number-1
burgers_1984,pizza-number-1
pasta_1614,pizza-number-1
italian-pizza_271,pizza-azzuro
pasta_1614,pizza-azzuro
ribs_1994,pizza-azzuro
pasta_1614,restaurant-cipriani
american-pizza_281,restaurant-cipriani
grill_801,restaurant-cipriani
pasta_1614,klein-amsterdam
fish_421,klein-amsterdam
french_321,klein-amsterdam
italian-pizza_271,the-foodaffair
pasta_1614,the-foodaffair
sushi_51,kanpai-sushi-lounge
japanese_551,kanpai-sushi-lounge
fish_421,kanpai-sushi-lounge
lebanese_491,mere-liban
italian-pizza_271,oliva-knokke-heist
pasta_1614,oliva-knokke-heist
grill_801,oliva-knokke-heist
pita-kebab_651,pitta-number-1-knokke-2
fries_1734,pitta-number-1-knokke-2
snacks_201,pitta-number-1-knokke-2
italian-pizza_271,la-familia-da-aldo-knokke
pasta_1614,la-familia-da-aldo-knokke
fish_421,la-familia-da-aldo-knokke
sushi_51,arigato-sushi-bar-knokke
japanese_551,arigato-sushi-bar-knokke
noodles_1644,arigato-sushi-bar-knokke
2600,arigato-sushi-bar-knokke
fish_421,bar-celona
spanish-and-tapas_11,bar-celona
italian-pizza_271,nonna
pasta_1614,nonna
grill_801,nonna
italian-pizza_271,amare-mio-ristorante-pizzeria-knokke
pasta_1614,amare-mio-ristorante-pizzeria-knokke
grill_801,amare-mio-ristorante-pizzeria-knokke
pita-kebab_651,pizza-sam-heist
pasta_1614,pizza-sam-heist
american-pizza_281,pizza-sam-heist
2600,pizza-sam-heist
steak_2004,my-way
fish_421,my-way
chicken_231,my-way
pita-kebab_651,yum-smaak-knokke-heist
italian-pizza_271,yum-smaak-knokke-heist
snacks_201,yum-smaak-knokke-heist
thai_61,golden-buddha-home
wok_561,golden-buddha-home
curry_731,golden-buddha-home
italian-pizza_271,bella-italia-knokke
pasta_1614,bella-italia-knokke
italian_21,bella-italia-knokke
italian-pizza_271,dominos-pizza-knokke
american-pizza_281,dominos-pizza-knokke
american_381,dominos-pizza-knokke
pita-kebab_651,pitta-number-1-blankenberge
drinks-and-snacks_661,pitta-number-1-blankenberge
701,pitta-number-1-blankenberge
pita-kebab_651,pitta-corner-blankenberge-2
snacks_201,pitta-corner-blankenberge-2
ribs_1994,pitta-corner-blankenberge-2
pasta_1614,didis-broodjes
701,didis-broodjes
sandwiches_691,didis-broodjes
pita-kebab_651,snack-pitta-zem-zem
fries_1734,snack-pitta-zem-zem
snacks_201,snack-pitta-zem-zem
pita-kebab_651,ptta-cem
halal_371,ptta-cem
snacks_201,ptta-cem
thai_61,khaokaeng
wok_561,khaokaeng
noodles_1644,khaokaeng
indian_71,royal-punjab
smoothie-and-juice_1664,royal-punjab
tandoori_1624,royal-punjab
2600,royal-punjab
burgers_1984,frituur-de-ster
fries_1734,frituur-de-ster
sandwiches_671,frituur-de-ster
chinese_41,kohinoor-indian-restaurant
indian_71,kohinoor-indian-restaurant
tandoori_1624,kohinoor-indian-restaurant
sushi_51,hattori-hanzo-sword-sushi
japanese_551,hattori-hanzo-sword-sushi
noodles_1644,hattori-hanzo-sword-sushi
lunch_351,martinos-blankenberge
sandwiches_691,martinos-blankenberge
2600,martinos-blankenberge
indian_71,house-of-flavors
2600,house-of-flavors
thai_61,lamoon-thai
wok_561,lamoon-thai
noodles_1644,lamoon-thai
sushi_51,arata-sushi
japanese_551,arata-sushi
drinks-and-snacks_661,arata-sushi
italian-pizza_271,pizza-portofino
pasta_1614,pizza-portofino
american-pizza_281,pizza-portofino
pita-kebab_651,pitta-number-1-bredene-1
italian-pizza_271,pitta-number-1-bredene-1
burgers_1984,pitta-number-1-bredene-1
halal_371,restaurant-medina
moroccan_341,restaurant-medina
international_1486,restaurant-medina
italian-pizza_271,pronto-blankenberge
pasta_1614,pronto-blankenberge
american-pizza_281,pronto-blankenberge
italian-pizza_271,by-blankenberge
pasta_1614,by-blankenberge
american-pizza_281,by-blankenberge
2600,by-blankenberge
pita-kebab_651,oasis-pizza-kebab
italian-pizza_271,oasis-pizza-kebab
turkish_511,oasis-pizza-kebab
indian_71,indian-tandoori-grill
tandoori_1624,indian-tandoori-grill
burgers_1984,frietrevue
fries_1734,frietrevue
snacks_201,frietrevue
fries_1734,t-food-dilemma
sandwiches_671,t-food-dilemma
snacks_201,t-food-dilemma
pita-kebab_651,pizza-sam-blankenberge
italian-pizza_271,pizza-sam-blankenberge
burgers_1984,pizza-sam-blankenberge
2600,pizza-sam-blankenberge
italian-pizza_271,il-forno-de-haan
pasta_1614,il-forno-de-haan
italian_21,il-forno-de-haan
steak_2004,t-spitje-wenduine
fish_421,t-spitje-wenduine
chicken_231,t-spitje-wenduine
salads_1456,moana-pokebowls-bv
international_1486,moana-pokebowls-bv
smoothie-and-juice_1664,moana-pokebowls-bv
pita-kebab_651,dr-grill
italian-pizza_271,dr-grill
turkish_511,dr-grill
pita-kebab_651,izmir-snacks
turkish_511,izmir-snacks
turkish-pizza_291,izmir-snacks
pita-kebab_651,adak-kebab-1
italian-pizza_271,adak-kebab-1
turkish-pizza_291,adak-kebab-1
italian-pizza_271,york-pizza-pelt
pasta_1614,york-pizza-pelt
american-pizza_281,york-pizza-pelt
pita-kebab_651,eethuis-florya-neerpelt-1
italian-pizza_271,eethuis-florya-neerpelt-1
drinks-and-snacks_661,eethuis-florya-neerpelt-1
pita-kebab_651,eethuis-kodak
italian-pizza_271,eethuis-kodak
pasta_1614,eethuis-kodak
pita-kebab_651,orient-overpelt
italian-pizza_271,orient-overpelt
turkish-pizza_291,orient-overpelt
italian-pizza_271,fresh-overpelt
pasta_1614,fresh-overpelt
wrap_1416,fresh-overpelt
italian-pizza_271,sint-antonius-neerpelt
shoarma_2014,sint-antonius-neerpelt
egyptian_311,sint-antonius-neerpelt
pita-kebab_651,la-bella-neerpelt-3910
italian-pizza_271,la-bella-neerpelt-3910
grill_801,la-bella-neerpelt-3910
sushi_51,oke-poke-bowl
international_1486,oke-poke-bowl
pita-kebab_651,snackbar-tasty
italian-pizza_271,snackbar-tasty
turkish_511,snackbar-tasty
italian-pizza_271,dangelo-tremelo
pasta_1614,dangelo-tremelo
italian_21,dangelo-tremelo
sushi_51,pizza-perfect
thai_61,pizza-perfect
wok_561,pizza-perfect
pita-kebab_651,king-kebap
italian-pizza_271,king-kebap
pasta_1614,king-kebap
pita-kebab_651,hever-kebab
italian-pizza_271,hever-kebab
american-pizza_281,hever-kebab
sushi_51,momo-sushi
thai_61,momo-sushi
wok_561,momo-sushi
italian-pizza_271,itaz-pizzeria-restaurant
indian_71,itaz-pizzeria-restaurant
pasta_1614,itaz-pizzeria-restaurant
italian-pizza_271,dominos-pizza-sint-katelijne-waver
american-pizza_281,dominos-pizza-sint-katelijne-waver
snacks_201,dominos-pizza-sint-katelijne-waver
pita-kebab_651,kebap-kursat-1
italian-pizza_271,kebap-kursat-1
turkish-pizza_291,kebap-kursat-1
pita-kebab_651,milano-pizza-grill
italian-pizza_271,milano-pizza-grill
american-pizza_281,milano-pizza-grill
burgers_1984,bij-t-bosske
fries_1734,bij-t-bosske
drinks-and-snacks_661,bij-t-bosske
pita-kebab_651,unal-snacks
italian-pizza_271,unal-snacks
american-pizza_281,unal-snacks
pita-kebab_651,grissini
italian-pizza_271,grissini
pasta_1614,grissini
sushi_51,saitama-sushi-wok-thai-3140
thai_61,saitama-sushi-wok-thai-3140
noodles_1644,saitama-sushi-wok-thai-3140
italian-pizza_271,peppino-pazzo-2
pita-kebab_651,snack-babylon-uccle-1
italian-pizza_271,made-in-sud
pasta_1614,made-in-sud
italian_21,made-in-sud
italian-pizza_271,arrivero-uccle
pasta_1614,arrivero-uccle
salads_1456,arrivero-uccle
italian-pizza_271,le-concerto-forest-national
pasta_1614,le-concerto-forest-national
sandwiches_671,le-concerto-forest-national
italian-pizza_271,epicuro
pasta_1614,epicuro
salads_1456,epicuro
sandwiches_671,late-night
drinks-and-snacks_661,late-night
pita-kebab_651,snack-dancot
snacks_201,snack-dancot
grill_801,snack-dancot
burgers_1984,mixte-kitchen
halal_371,mixte-kitchen
chicken_231,mixte-kitchen
tacos_1964,otacos-cora-anderlecht
french_321,otacos-cora-anderlecht
pita-kebab_651,snack-neerstalle
fries_1734,snack-neerstalle
snacks_201,snack-neerstalle
pita-kebab_651,friterie-stalle
burgers_1984,friterie-stalle
snacks_201,friterie-stalle
salads_1456,bagel-jackson-uccle
bagel_1884,bagel-jackson-uccle
hot-dog_2034,bagel-jackson-uccle
italian-pizza_271,rosso-pizzeria-pasteria
pasta_1614,rosso-pizzeria-pasteria
desserts_954,rosso-pizzeria-pasteria
2600,rosso-pizzeria-pasteria
italian-pizza_271,ciao-pizza-waterloo-1
pasta_1614,ciao-pizza-waterloo-1
italian_21,ciao-pizza-waterloo-1
pasta_1614,mezon
desserts_954,mezon
falafel_1215,mezon
italian-pizza_271,la-focaccia-braine-lalleud
pasta_1614,la-focaccia-braine-lalleud
italian_21,la-focaccia-braine-lalleud
2600,la-focaccia-braine-lalleud
salads_1456,spoons
other_101,spoons
lebanese_491,al-mandaloun
halal_371,al-mandaloun
grill_801,al-mandaloun
lebanese_491,betobe-lebanese-street-food
grill_801,betobe-lebanese-street-food
falafel_1256,betobe-lebanese-street-food
sandwiches_671,no-concept-restaurant
japanese_551,no-concept-restaurant
701,no-concept-restaurant
italian-pizza_271,dominos-pizza-alsemberg
american-pizza_281,dominos-pizza-alsemberg
american_381,dominos-pizza-alsemberg
italian-pizza_271,pizza-hut-delivery-waterloo
american-pizza_281,pizza-hut-delivery-waterloo
american_381,pizza-hut-delivery-waterloo
sushi_51,unkai-sushi
japanese_551,unkai-sushi
noodles_1644,unkai-sushi
lebanese_491,les-delices-de-lorient
halal_371,les-delices-de-lorient
international_1486,les-delices-de-lorient
sushi_51,tenshi-sushi-uccle
chinese_41,ping
noodles_1644,ping
grill_801,ping
italian-pizza_271,up-day
pasta_1614,up-day
italian_21,up-day
thai_61,le-jardin-dasie
vietnamese_261,le-jardin-dasie
noodles_1644,le-jardin-dasie
italian-pizza_271,villa-la-dolce-vita
italian_21,villa-la-dolce-vita
steak_2004,villa-la-dolce-vita
sushi_51,sushi-tei
lebanese_491,restaurant-le-cedre
falafel_1256,restaurant-le-cedre
italian-pizza_271,pizzeria-gloria
pasta_1614,pizzeria-gloria
desserts_954,pizzeria-gloria
italian-pizza_271,espace-pizza-linkebeek
pasta_1614,espace-pizza-linkebeek
drinks-and-snacks_661,espace-pizza-linkebeek
sushi_51,makimasan
japanese_551,makimasan
thai_61,petit-kaiyou
wok_561,petit-kaiyou
noodles_1644,petit-kaiyou
sushi_51,sushi-shop-waterloo-1
japanese_551,sushi-shop-waterloo-1
thai_61,mainoi
wok_561,mainoi
noodles_1644,mainoi
italian-pizza_271,bronzi
pasta_1614,bronzi
italian_21,bronzi
lebanese_491,sources-du-liban
sandwiches_671,sources-du-liban
falafel_1256,sources-du-liban
lebanese_491,royal-lebanon-waterloo
shoarma_2014,royal-lebanon-waterloo
chicken_521,royal-lebanon-waterloo
2600,royal-lebanon-waterloo
sushi_51,soho
chinese_41,soho
2600,soho
sushi_51,sushi-shop-uccle-2
japanese_551,sushi-shop-uccle-2
moroccan_341,couscous-at-home-uccle
grill_801,couscous-at-home-uccle
international_1486,couscous-at-home-uccle
thai_61,triple-b
vietnamese_261,triple-b
burgers_1984,lamusoir
pasta_1614,lamusoir
snacks_201,lamusoir
spanish-and-tapas_11,dulce-panceta
thai_61,yoko-wok
wok_561,yoko-wok
noodles_1644,yoko-wok
pita-kebab_651,snack-la-cambre-uccle
tacos_1964,snack-la-cambre-uccle
halal_371,snack-la-cambre-uccle
2600,snack-la-cambre-uccle
italian-pizza_271,la-pomme-de-pin-uccle-1
pasta_1614,la-pomme-de-pin-uccle-1
italian_21,la-pomme-de-pin-uccle-1
lebanese_491,chateau-du-liban
grill_801,chateau-du-liban
vegetarian_391,chateau-du-liban
sushi_51,showa-koi
japanese_551,showa-koi
sandwiches_671,joyce
desserts_954,joyce
salads_1456,joyce
burgers_1984,lananas-1410
pasta_1614,lananas-1410
steak_2004,lananas-1410
sushi_51,makao
japanese_551,makao
salads_1456,cali
vegetarian_391,cali
international_1486,le-kong
other_101,le-kong
pasta_1614,panorama-family-1
moroccan_341,panorama-family-1
breakfast_681,panorama-family-1
pasta_1614,zengo
mexican_221,zengo
grill_801,zengo
american-pizza_281,le-corny
desserts_954,le-corny
pancakes_1674,le-corny
2600,le-corny
desserts_954,creperie-jadi
pancakes_1674,creperie-jadi
smoothie-and-juice_1664,creperie-jadi
burgers_1984,tonton-chami-molenbeek-saint-jean
tacos_1964,tonton-chami-molenbeek-saint-jean
chicken_521,tonton-chami-molenbeek-saint-jean
burgers_1984,le-chalet-molenbeek
fish_421,le-chalet-molenbeek
french_321,le-chalet-molenbeek
italian-pizza_271,akid-bab-alhara
pasta_1614,akid-bab-alhara
sandwiches_671,akid-bab-alhara
italian-pizza_271,o-saveurs
pasta_1614,o-saveurs
chicken_521,o-saveurs
pita-kebab_651,snack-grill-dansaert
grill_801,snack-grill-dansaert
sandwiches_671,boulangerie-salam
desserts_954,boulangerie-salam
breakfast_681,boulangerie-salam
sandwiches_671,restaurant-le-familial
fish_421,restaurant-le-familial
100-halal_921,restaurant-le-familial
halal_371,le-reve-de-sherazade
moroccan_341,le-reve-de-sherazade
100-halal_921,le-reve-de-sherazade
burgers_1984,le-brussels-1
pasta_1614,le-brussels-1
belgian_1974,le-brussels-1
pita-kebab_651,food-king
italian-pizza_271,food-king
100-halal_921,food-king
italian-pizza_271,la-cucina-tradizionale
pasta_1614,la-cucina-tradizionale
italian_21,la-cucina-tradizionale
burgers_1984,cuizy-burger
pasta_1614,cuizy-burger
100-halal_921,cuizy-burger
desserts_954,bagel-jackson-osseghem
bagel_1884,bagel-jackson-osseghem
hot-dog_2034,bagel-jackson-osseghem
italian-pizza_271,i-due-fratelli
pasta_1614,i-due-fratelli
italian_21,i-due-fratelli
burgers_1984,adam-food
tacos_1964,adam-food
halal_371,adam-food
burgers_1984,new-city-frit
fries_1734,new-city-frit
snacks_201,new-city-frit
pita-kebab_651,gul-food
pasta_1614,gul-food
snacks_201,gul-food
burgers_1984,dbdb
fries_1734,dbdb
2600,dbdb
sandwiches_671,sandwich-1707
indian_71,chilli-grill
wok_561,chilli-grill
chicken_521,chilli-grill
burgers_1984,chicken-ky-1
tacos_1964,chicken-ky-1
chicken_521,chicken-ky-1
pita-kebab_651,la-medina-chez-hussin
moroccan_341,la-medina-chez-hussin
snacks_201,la-medina-chez-hussin
burgers_1984,ostates
salads_1456,ostates
bagel_1884,ostates
italian-pizza_271,la-pizza-pazza-anderlecht-1
halal_371,la-pizza-pazza-anderlecht-1
african_771,laigle-de-kawele
fish_421,laigle-de-kawele
chicken_231,laigle-de-kawele
italian-pizza_271,royale-pizza-express
burgers_1984,royale-pizza-express
pasta_1614,royale-pizza-express
pita-kebab_651,snack-medina
burgers_1984,snack-medina
snacks_201,snack-medina
moroccan_341,pmc
desserts_954,pmc
breakfast_681,pmc
burgers_1984,western-burger
hot-dog_2034,western-burger
chicken_521,western-burger
burgers_1984,mburger-karreveld
fries_1734,mburger-karreveld
halal_371,mburger-karreveld
burgers_1984,la-queue-de-vache
steak_2004,la-queue-de-vache
french_321,la-queue-de-vache
pita-kebab_651,maison-grill-bruxelles
halal_371,maison-grill-bruxelles
chicken_521,maison-grill-bruxelles
italian-pizza_271,mamma-mia-1
burgers_1984,le-petit-burger-1080
fries_1734,le-petit-burger-1080
american_381,le-petit-burger-1080
italian-pizza_271,grano-barthelemy
halal_371,grano-barthelemy
italian_21,grano-barthelemy
2600,grano-barthelemy
halal_371,city-chicken-1070
chicken_231,city-chicken-1070
chicken_521,city-chicken-1070
pita-kebab_651,tetiko-molenbeek
halal_371,tetiko-molenbeek
snacks_201,tetiko-molenbeek
2600,tetiko-molenbeek
pasta_1614,anastasia
sandwiches_671,anastasia
salads_1456,anastasia
pita-kebab_651,amjam
burgers_1984,amjam
snacks_201,amjam
italian-pizza_271,buddys
pasta_1614,buddys
halal_371,buddys
italian-pizza_271,royale-pizza-1081
pasta_1614,royale-pizza-1081
halal_371,royale-pizza-1081
pita-kebab_651,best-grill-molenbeek
snacks_201,best-grill-molenbeek
gyros_1356,best-grill-molenbeek
sushi_51,bambou-sushi
halal_371,bambou-sushi
japanese_551,bambou-sushi
american_381,hashtag-chicken-waffles-bruxelles
chicken_521,hashtag-chicken-waffles-bruxelles
italian-pizza_271,pizza-delmar-bruxelles
pasta_1614,pizza-delmar-bruxelles
100-halal_921,pizza-delmar-bruxelles
pita-kebab_651,mon-regal
sandwiches_671,mon-regal
snacks_201,mon-regal
italian-pizza_271,solo-mio-molenbeek
halal_371,solo-mio-molenbeek
italian_21,solo-mio-molenbeek
italian-pizza_271,pizza-altamira
pasta_1614,pizza-altamira
italian_21,pizza-altamira
2600,pizza-altamira
italian-pizza_271,pizza-royale-molenbeek
halal_371,pizza-royale-molenbeek
italian_21,pizza-royale-molenbeek
italian-pizza_271,pizza-alep
italian-pizza_271,royalpizzadelacroix
burgers_1984,royalpizzadelacroix
100-halal_921,royalpizzadelacroix
pita-kebab_651,snack-les-ryads
fries_1734,snack-les-ryads
snacks_201,snack-les-ryads
sushi_51,la-grande-muraille-simonis-1
chinese_41,la-grande-muraille-simonis-1
vietnamese_261,la-grande-muraille-simonis-1
pasta_1614,queens-house
desserts_954,queens-house
pancakes_1674,queens-house
burgers_1984,smash-cheese-ganshoren
100-halal_921,smash-cheese-ganshoren
chicken_231,smash-cheese-ganshoren
desserts_954,lunch-break-sucre-sale
pancakes_1674,lunch-break-sucre-sale
smoothie-and-juice_1664,lunch-break-sucre-sale
pita-kebab_651,grillade-yasmine
sandwiches_671,grillade-yasmine
moroccan_341,grillade-yasmine
burgers_1984,antwerp-fried-chicken-brussels
wok_561,antwerp-fried-chicken-brussels
chicken_231,antwerp-fried-chicken-brussels
moroccan_341,jana-family-bruxelles
international_1486,jana-family-bruxelles
burgers_1984,captain-johns-fish-and-chips-new
fries_1734,captain-johns-fish-and-chips-new
fish_421,captain-johns-fish-and-chips-new
breakfast_681,la-bonne-adresse-restaurant
pancakes_1674,la-bonne-adresse-restaurant
bio_621,la-bonne-adresse-restaurant
pita-kebab_651,snack-ward
burgers_1984,snack-ward
lebanese_491,snack-ward
desserts_954,kellyan
pancakes_1674,kellyan
smoothie-and-juice_1664,kellyan
burgers_1984,fouad-fish
salads_1456,fouad-fish
fish_421,fouad-fish
2600,fouad-fish
italian-pizza_271,bella-vita-bxl
pasta_1614,bella-vita-bxl
italian_21,bella-vita-bxl
pita-kebab_651,o-grill-molenbeek
pasta_1614,o-grill-molenbeek
sandwiches_671,o-grill-molenbeek
pita-kebab_651,mogusto
pasta_1614,mogusto
snacks_201,mogusto
burgers_1984,snak-de-la-famille
sandwiches_671,snak-de-la-famille
drinks-and-snacks_661,snak-de-la-famille
burgers_1984,ribs-burgers
ribs_1994,ribs-burgers
salads_1456,ribs-burgers
thai_61,corner-kitchen-bruxelles
halal_371,corner-kitchen-bruxelles
ribs_1994,corner-kitchen-bruxelles
2600,corner-kitchen-bruxelles
burgers_1984,tonton-chami-1070
tacos_1964,tonton-chami-1070
chicken_521,tonton-chami-1070
pita-kebab_651,snack-alsemberg-1190
burgers_1984,snack-alsemberg-1190
snacks_201,snack-alsemberg-1190
italian-pizza_271,le-monte-carlo
italian_21,le-monte-carlo
salads_1456,le-monte-carlo
salads_1456,mo-mo-saint-gilles
soup_1406,mo-mo-saint-gilles
falafel_1215,mo-mo-saint-gilles
pita-kebab_651,snack-wielemans-new
burgers_1984,snack-wielemans-new
snacks_201,snack-wielemans-new
sandwiches_671,botecos-steek-grill
international_1486,botecos-steek-grill
pasta_1614,sina-pasta-forest
italian_21,sina-pasta-forest
pasta_1614,joy-brussels
french_321,joy-brussels
belgian_1974,joy-brussels
salads_1456,kumas
international_1486,kumas
701,kumas
italian-pizza_271,pizza-mania-anderlecht
american-pizza_281,pizza-mania-anderlecht
100-halal_921,pizza-mania-anderlecht
pita-kebab_651,maison-grill-anderlecht
fries_1734,maison-grill-anderlecht
snacks_201,maison-grill-anderlecht
desserts_954,mille-un-biscuits
drinks-and-snacks_661,mille-un-biscuits
other_101,mille-un-biscuits
burgers_1984,filet-mignon
grill_801,filet-mignon
international_1486,filet-mignon
sushi_51,maki-maki-uccle
japanese_551,maki-maki-uccle
salads_1456,maki-maki-uccle
lebanese_491,sawa-resto
desserts_954,sawa-resto
grill_801,sawa-resto
2600,sawa-resto
italian_21,laltruiste
steak_2004,laltruiste
fish_421,laltruiste
pita-kebab_651,lunch-factory
moroccan_341,lunch-factory
grill_801,lunch-factory
2600,lunch-factory
burgers_1984,bens-burger
tacos_1964,bens-burger
sandwiches_671,bens-burger
italian-pizza_271,la-molisana-saint-gilles
pasta_1614,la-molisana-saint-gilles
italian_21,la-molisana-saint-gilles
pasta_1614,los-bocadillos
sandwiches_671,los-bocadillos
moroccan_341,los-bocadillos
lebanese_491,lebanon-uccle
grill_801,lebanon-uccle
pita-kebab_651,la-frite-de-forest
fries_1734,la-frite-de-forest
snacks_201,la-frite-de-forest
african_771,akwa-nord
italian-pizza_271,pizza-deliorman
halal_371,pizza-deliorman
italian_21,pizza-deliorman
italian-pizza_271,bosphore-grill
turkish_511,bosphore-grill
turkish-pizza_291,bosphore-grill
italian-pizza_271,pizza-minute-saint-gilles
pasta_1614,pizza-minute-saint-gilles
halal_371,pizza-minute-saint-gilles
2600,pizza-minute-saint-gilles
pita-kebab_651,pims-burger
burgers_1984,pims-burger
snacks_201,pims-burger
desserts_954,haagen-dazs-place-horta
burgers_1984,sabor-do-brazil
fries_1734,sabor-do-brazil
smoothie-and-juice_1664,sabor-do-brazil
wok_561,le-wahasia
halal_371,le-wahasia
noodles_1644,le-wahasia
greek_501,kriti-petit-os
steak_2004,kriti-petit-os
fish_421,kriti-petit-os
indian_71,mother-india-restaurant
pita-kebab_651,snack-el-wafa
burgers_1984,snack-el-wafa
fries_1734,snack-el-wafa
pasta_1614,le-mainz
salads_1456,le-mainz
fish_421,le-mainz
fries_1734,somar
snacks_201,somar
other_101,somar
sandwiches_671,b-cook
cake_251,b-cook
smoothie-and-juice_1664,b-cook
desserts_954,tayba-sweet
cake_251,tayba-sweet
pita-kebab_651,snack-istanbul-wayez
halal_371,snack-istanbul-wayez
sandwiches_671,snack-istanbul-wayez
2600,snack-istanbul-wayez
pita-kebab_651,7-seven
fries_1734,7-seven
snacks_201,7-seven
indian_71,zam-zam-halal-indian
chicken_231,zam-zam-halal-indian
grill_801,cauri-bar
african_771,cauri-bar
chicken_521,cauri-bar
grill_801,churrascaria-do-miao
international_1486,churrascaria-do-miao
fish_421,churrascaria-do-miao
italian-pizza_271,chez-yolo
pasta_1614,chez-yolo
italian_21,chez-yolo
pasta_1614,viva-lasagna
italian_21,viva-lasagna
italian-pizza_271,pizza-royal-family
burgers_1984,pizza-royal-family
pasta_1614,pizza-royal-family
international_1486,emporio-brazil
italian-pizza_271,royale-pizza-anderlecht
pasta_1614,royale-pizza-anderlecht
italian_21,royale-pizza-anderlecht
snacks_201,brasileirinho
international_1486,brasileirinho
spanish-and-tapas_11,brasileirinho
pita-kebab_651,snack-tip-top
halal_371,snack-tip-top
snacks_201,snack-tip-top
snacks_201,saborear
international_1486,saborear
pasta_1614,ali-baba-chez-assaad
sandwiches_671,ali-baba-chez-assaad
snacks_201,ali-baba-chez-assaad
sandwiches_671,la-gioia-di-lena
sandwiches_691,la-gioia-di-lena
pita-kebab_651,tetiko-saint-gilles
halal_371,tetiko-saint-gilles
snacks_201,tetiko-saint-gilles
2600,tetiko-saint-gilles
desserts_954,foodizz-tartes-du-monde
italian-pizza_271,a-modo-mio-saint-gilles
pasta_1614,a-modo-mio-saint-gilles
italian_21,a-modo-mio-saint-gilles
lebanese_491,allo-liban
100-halal_921,allo-liban
turkish-pizza_291,allo-liban
100-halal_921,saveurs-du-monde-saint-gilles
spanish-and-tapas_11,saveurs-du-monde-saint-gilles
italian-pizza_271,pizza-da-las
pasta_1614,pizza-da-las
halal_371,pizza-da-las
burgers_1984,buns-bruger
desserts_954,buns-bruger
pasta_1614,vera-italia
italian_21,vera-italia
grill_801,vera-italia
pita-kebab_651,snack-turquie-1070
burgers_1984,snack-turquie-1070
greek_501,koyzina-authentica
desserts_954,koyzina-authentica
other_101,koyzina-authentica
chicken_231,mazen-chicken-anderlecht
italian-pizza_271,pastador
pasta_1614,pastador
100-halal_921,pastador
halal_371,boucherie-wayez
steak_2004,boucherie-wayez
grill_801,boucherie-wayez
lebanese_491,suada
halal_371,suada
falafel_1256,suada
fish_421,poissonerie-laporte-uccle
gourmet_2394,poissonerie-laporte-uccle
french_321,poissonerie-laporte-uccle
tacos_1964,las-flores-anderlecht
mexican_221,las-flores-anderlecht
fries_1734,wingstreet
chicken_231,wingstreet
american_381,wingstreet
sandwiches_671,lamazonie
moroccan_341,lamazonie
desserts_954,lamazonie
chinese_41,shi-shang
thai_61,shi-shang
curry_731,shi-shang
pita-kebab_651,snack-loni-1
burgers_1984,snack-loni-1
fries_1734,snack-loni-1
italian-pizza_271,monopoli
pasta_1614,monopoli
italian_21,monopoli
desserts_954,tayba-sweet-2
cake_251,tayba-sweet-2
burgers_1984,vintage
halal_371,vintage
grill_801,vintage
desserts_954,acai-du-nord
pita-kebab_651,snack-clems
fries_1734,snack-clems
snacks_201,snack-clems
burgers_1984,restaurant-henri-1er
pasta_1614,restaurant-henri-1er
belgian_1974,restaurant-henri-1er
fries_1734,cree-ta-crepe-brussels
desserts_954,cree-ta-crepe-brussels
pancakes_1674,cree-ta-crepe-brussels
pasta_1614,miss-patchouli-corner
desserts_954,miss-patchouli-corner
greek_501,feta-oregano
grill_801,feta-oregano
salads_1456,feta-oregano
italian-pizza_271,pizzeria-nina
pasta_1614,pizzeria-nina
italian_21,pizzeria-nina
halal_371,food-like-home
chicken_521,food-like-home
french-tacos_2548,food-like-home
2600,food-like-home
italian-pizza_271,pizzeria-da-toto-1
pasta_1614,pizzeria-da-toto-1
drinks-and-snacks_661,pizzeria-da-toto-1
pita-kebab_651,snack-antalya-ruisbroek
snacks_201,snack-antalya-ruisbroek
pita-kebab_651,ocouscous
moroccan_341,ocouscous
snacks_201,ocouscous
italian-pizza_271,pizzeria-zirar
pasta_1614,pizzeria-zirar
100-halal_921,pizzeria-zirar
moroccan_341,chez-hassan
italian-pizza_271,pizzeria-zirar-saint-denis
pasta_1614,pizzeria-zirar-saint-denis
100-halal_921,pizzeria-zirar-saint-denis
